function	description	HC-DS	HC-HD	HC-HX	HC-XY
K06949	rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	17894.03	20829.57	18167.75	18345.81
K06950	K06950; uncharacterized protein	13861.23	17058.57	15476.25	14166.11
K06952	K06952; uncharacterized protein	5.25	11.2	8.75	0.0
K06953	K06953; uncharacterized protein	0.0	9.0	79.0	109.67
K06954	K06954; uncharacterized protein	10611.0	11340.0	12985.0	12713.0
K06955	K06955; uncharacterized protein	23.2	458.0	68.0	177.8
K06956	K06956; uncharacterized protein	15706.2	18606.17	17907.0	17519.47
K06957	tmcA; tRNA(Met) cytidine acetyltransferase [EC:2.3.1.193]	14852.0	15947.17	17327.0	14955.67
K06958	rapZ; RNase adapter protein RapZ	17255.53	18606.17	18074.75	17904.14
K06959	tex; protein Tex	17253.78	18626.37	18071.25	17904.14
K06960	K06960; uncharacterized protein	2378.58	2201.0	63.25	716.67
K06962	K06962; uncharacterized protein	1644.0	0.0	51.0	470.0
K06966	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	29796.8	33766.74	36165.0	34816.21
K06967	trmK; tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]	2403.53	2659.0	62.75	894.47
K06968	rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]	14875.2	16405.17	17406.0	15220.47
K06969	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]	15138.51	19741.37	15490.25	14654.91
K06970	rlmF; 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]	13114.2	14414.37	15234.0	13299.97
K06971	K06971; uncharacterized protein	13279.66	13908.0	15234.0	13569.84
K06972	PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]	2225.66	2201.0	583.5	2930.34
K06973	K06973; uncharacterized protein	1052.58	2221.2	52.25	665.67
K06975	K06975; uncharacterized protein	13848.78	16609.57	15905.75	15623.31
K06977	K06977; uncharacterized protein	0.0	0.0	79.0	87.0
K06978	K06978; uncharacterized protein	0.0	0.0	79.0	109.67
K06979	mph; macrolide phosphotransferase	2480.0	2568.0	2864.0	2417.5
K06980	ygfZ; tRNA-modifying protein YgfZ	14875.2	16414.17	18010.0	17187.47
K06983	K06983; uncharacterized protein	0.0	0.0	79.0	87.0
K06985	K06985; aspartyl protease family protein	23.2	476.0	68.0	177.8
K06987	K06987; uncharacterized protein	1293.6	5794.0	0.0	556.07
K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]	46.4	916.0	0.0	355.6
K06989	nadX, ASPDH; aspartate dehydrogenase [EC:1.4.1.21]	2574.33	2634.37	3400.0	4676.84
K06990	MEMO1; MEMO1 family protein	5.25	0.0	6.75	0.0
K06991	K06991; uncharacterized protein	23.2	458.0	68.0	177.8
K06992	K06992; uncharacterized protein	23.2	458.0	615.0	2231.8
K06994	K06994; putative drug exporter of the RND superfamily	613.75	2201.0	1.5	0.0
K06995	K06995; uncharacterized protein	13183.8	15777.17	15234.0	13832.04
K06996	K06996; uncharacterized protein	13091.0	13937.2	16075.0	15328.5
K06997	yggS, PROSC; PLP dependent protein	17253.78	18626.37	18200.25	18036.480000000003
K06998	phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	23.2	467.0	0.0	201.8
K06999	K06999; phospholipase/carboxylesterase	14898.4	16872.17	17480.0	15443.61
K07000	K07000; uncharacterized protein	29727.2	32352.34	35306.0	32078.81
K07001	K07001; NTE family protein	16068.51	19591.77	19314.25	22853.75
K07002	K07002; uncharacterized protein	1784.2	2478.0	3301.0	5945.3
K07003	K07003; uncharacterized protein	140.53	469.2	537.5	2391.4700000000003
K07004	K07004; uncharacterized protein	0.0	0.0	615.0	2054.0
K07005	K07005; uncharacterized protein	2083.58	2212.2	100.25	716.67
K07006	K07006; uncharacterized protein	13142.65	14844.17	15310.75	13476.44
K07007	K07007; uncharacterized protein	18301.31	21265.17	18846.25	20824.28
K07008	egtC; gamma-glutamyl hercynylcysteine S-oxide hydrolase [EC:3.5.1.118]	14875.2	16405.17	17931.0	17123.14
K07009	K07009; uncharacterized protein	325.0	0.0	62.75	419.0
K07010	K07010; putative glutamine amidotransferase	1024.19	2686.0	209.75	1423.81
K07011	K07011; uncharacterized protein	1326.0	31.4	243.0	138.0
K07012	cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-]	2230.91	2227.0	54.25	2953.01
K07014	K07014; uncharacterized protein	14852.0	15947.17	17454.0	15042.67
K07015	K07015; uncharacterized protein	736.33	2201.0	16.75	246.67
K07016	csm1, cas10; CRISPR-associated protein Csm1	0.0	0.0	7.0	0.0
K07017	K07017; uncharacterized protein	13091.0	13945.17	16007.0	15326.17
K07018	K07018; uncharacterized protein	23.2	467.0	683.0	2254.4700000000003
K07019	K07019; uncharacterized protein	14875.2	16405.17	17942.0	17210.14
K07020	K07020; uncharacterized protein	23.2	458.0	0.0	177.8
K07023	K07023; putative hydrolases of HD superfamily	1878.53	2497.17	2093.0	2302.31
K07024	SPP; sucrose-6-phosphatase [EC:3.1.3.24]	70233.18	73266.31	68302.25	64471.00000000001
K07025	K07025; putative hydrolase of the HAD superfamily	45561.68	51497.31	53618.75	48735.75
K07026	E3.1.3.70; mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	0.0	9.0	0.0	24.0
K07027	K07027; glycosyltransferase 2 family protein	14630.61	14377.2	15283.5	13845.31
K07028	K07028; uncharacterized protein	23.2	458.0	0.0	177.8
K07029	dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	7.0	0.0	15.25	0.0
K07030	K07030; uncharacterized protein	2380.33	2201.0	60.75	716.67
K07031	hddA; D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]	94.33	2.2	0.0	246.67
K07032	K07032; uncharacterized protein	0.0	46.17	79.0	108.67
K07033	K07033; uncharacterized protein	711.0	2201.0	0.0	0.0
K07034	K07034; uncharacterized protein	15469.25	18148.17	17333.75	14955.67
K07035	K07035; uncharacterized protein	316.83	0.0	3.0	246.67
K07037	K07037; uncharacterized protein	323.25	11.2	98.75	419.0
K07038	K07038; inner membrane protein	16501.25	15947.17	17535.75	15646.34
K07039	K07039; uncharacterized protein	13137.4	14824.0	15838.0	15423.1
K07040	K07040; uncharacterized protein	17255.53	18606.17	18074.75	17926.809999999998
K07041	K07041; uncharacterized protein	0.0	9.0	0.0	0.0
K07042	ybeY, yqfG; probable rRNA maturation factor	17255.53	18615.17	18074.75	17926.809999999998
K07043	K07043; uncharacterized protein	15492.78	16624.37	16120.25	16202.98
K07044	K07044; uncharacterized protein	23.2	458.0	3752.0	17880.8
K07045	K07045; uncharacterized protein	811.16	2221.2	17.0	493.34
K07046	K07046; L-fuconolactonase [EC:3.1.1.-]	46.4	953.17	2.0	377.27
K07047	nfdA; N-substituted formamide deformylase [EC:3.5.1.91]	30419.61	32327.17	35589.5	32779.98
K07048	PTER, php; phosphotriesterase-related protein	13091.0	13908.0	15234.0	13076.5
K07050	AARSD1, ALAX; misacylated tRNA(Ala) deacylase [EC:3.1.1.-]	23.2	476.0	0.0	200.47000000000003
K07052	K07052; uncharacterized protein	13973.95	21215.57	13163.0	12200.97
K07053	E3.1.3.97; 3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	19453.27	23008.17	18048.25	18998.82
K07054	K07054; uncharacterized protein	13114.2	14412.17	15838.0	15289.64
K07056	rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	17255.53	18637.57	18190.75	17904.14
K07058	K07058; membrane protein	29015.28	32571.54	33491.5	31062.31
K07062	fitB; toxin FitB [EC:3.1.-.-]	13091.0	13954.17	15315.0	13207.84
K07067	disA; diadenylate cyclase [EC:2.7.7.85]	318.0	0.0	44.0	419.0
K07068	K07068; uncharacterized protein	94.33	9.0	0.0	292.01
K07070	K07070; uncharacterized protein	14875.2	16405.17	17863.0	17100.47
K07071	K07071; uncharacterized protein	14880.45	16416.37	17937.75	17100.47
K07074	K07074; uncharacterized protein	635.2	2659.0	0.0	200.47000000000003
K07075	K07075; uncharacterized protein	122.78	509.6	6.75	424.47
K07076	K07076; uncharacterized protein	318.0	0.0	44.0	419.0
K07078	K07078; uncharacterized protein	635.0	2212.2	1081.0	3956.67
K07079	K07079; uncharacterized protein	2086.41	6614.2	65.75	912.34
K07080	K07080; uncharacterized protein	0.0	100.17	0.0	44.34
K07082	K07082; UPF0755 protein	17159.45	18626.37	18121.25	17657.47
K07084	yuiF; putative amino acid transporter	23.2	458.0	536.0	2144.8
K07085	K07085; putative transport protein	27966.2	30386.14	32609.0	28278.31
K07088	K07088; uncharacterized protein	19258.69	20871.34	19204.5	22338.49
K07089	K07089; uncharacterized protein	15498.03	16604.17	15306.0	14016.64
K07090	K07090; uncharacterized protein	47440.76	54005.68	54377.5	55717.6
K07091	lptF; lipopolysaccharide export system permease protein	14875.2	16425.37	18058.0	17210.14
K07093	K07093; uncharacterized protein	23.2	504.17	1140.0	4157.47
K07095	K07095; uncharacterized protein	19286.11	20829.57	17530.25	16566.809999999998
K07098	K07098; uncharacterized protein	3090.16	4413.2	840.0	3040.01
K07099	K07099; uncharacterized protein	318.0	0.0	47.5	419.0
K07101	K07101; uncharacterized protein	0.0	0.0	68.0	22.67
K07102	amgK; N-acetylmuramate 1-kinase [EC:2.7.1.221]	23.2	467.0	683.0	2254.4700000000003
K07104	catE; catechol 2,3-dioxygenase [EC:1.13.11.2]	0.0	9.0	7.0	0.0
K07105	K07105; uncharacterized protein	2350.33	2201.0	54.5	716.67
K07106	murQ; N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	29584.08	29875.37	32656.5	28772.84
K07107	ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]	17010.63	20068.94	20124.0	24579.55
K07109	K07109; uncharacterized protein	13091.0	13945.17	15234.0	13122.17
K07110	ramB; XRE family transcriptional regulator, fatty acid utilization regulator	0.0	18.0	147.0	87.0
K07112	K07112; uncharacterized protein	15049.43	17404.510000000002	18849.5	19955.090000000004
K07113	fxsA; UPF0716 protein FxsA	14875.2	16414.17	17863.0	15133.47
K07114	yfbK; Ca-activated chloride channel homolog	116.0	2341.6	884.0	3494.34
K07115	rlmJ; 23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	14875.2	16425.37	18010.0	17210.14
K07116	pvdQ, quiP; acyl-homoserine-lactone acylase [EC:3.5.1.97]	46.4	916.0	0.0	355.6
K07117	K07117; uncharacterized protein	0.0	0.0	147.0	109.67
K07118	K07118; uncharacterized protein	23.2	506.37	147.0	286.47
K07119	K07119; uncharacterized protein	13160.6	15319.17	15917.0	13765.24
K07120	K07120; uncharacterized protein	13114.2	14421.17	15302.0	13298.64
K07121	K07121; uncharacterized protein	14875.2	16405.17	17406.0	15220.47
K07122	mlaB; phospholipid transport system transporter-binding protein	14875.2	16405.17	17474.0	15220.47
K07124	K07124; uncharacterized protein	15630.01	17483.0	16441.0	18664.91
K07126	K07126; uncharacterized protein	16655.260000000002	17320.0	18015.0	20078.08
K07127	uraH, pucM, hiuH; 5-hydroxyisourate hydrolase [EC:3.5.2.17]	26205.2	28320.17	31608.0	30334.47
K07129	K07129; uncharacterized protein	99.0	0.0	44.0	419.0
K07130	kynB; arylformamidase [EC:3.5.1.9]	729.5300000000001	2659.0	68.0	447.14
K07131	K07131; uncharacterized protein	0.0	0.0	615.0	87.0
K07132	MuB; ATP-dependent target DNA activator [EC:3.6.1.3]	188.66	2.2	0.0	493.34
K07133	K07133; uncharacterized protein	1417.91	4514.0	225.75	493.34
K07136	K07136; uncharacterized protein	14852.0	15956.17	17327.0	14955.67
K07137	K07137; uncharacterized protein	3212.36	4871.2	224.5	1582.81
K07138	K07138; uncharacterized protein	2137.16	2201.0	13.5	544.3399999999999
K07139	K07139; uncharacterized protein	17230.58	18168.37	17388.25	15672.34
K07140	K07140; uncharacterized protein	14875.2	16405.17	17395.0	15156.14
K07141	mocA; molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]	953.78	2705.17	131.75	974.81
K07145	isdG, isdI; heme oxygenase (staphylobilin-producing) [EC:1.14.99.48]	5.25	0.0	6.75	0.0
K07146	K07146; UPF0176 protein	14875.2	16414.17	17949.0	17210.14
K07147	msrP; methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]	14875.2	16414.17	17395.0	15156.14
K07148	K07148; uncharacterized protein	14852.0	15969.57	17406.0	15042.67
K07149	K07149; uncharacterized protein	336.33	11.2	0.0	246.67
K07150	K07150; uncharacterized protein	28631.91	30017.0	30483.75	26721.34
K07152	SCO1_2; protein SCO1/2	46.4	952.0	226.0	597.61
K07153	hflD; high frequency lysogenization protein	14875.2	16405.17	17942.0	17187.47
K07154	hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]	14852.0	15972.77	19134.0	15041.34
K07156	copC, pcoC; copper resistance protein C	27989.4	30771.17	33097.0	30401.44
K07157	K07157; uncharacterized protein	23.2	467.0	147.0	287.47
K07160	K07160; UPF0271 protein	14997.4	16890.17	17931.0	17323.61
K07161	K07161; uncharacterized protein	10.5	9.0	13.5	0.0
K07164	K07164; uncharacterized protein	0.0	11.2	48.0	0.0
K07165	fecR; transmembrane sensor	10339.0	15354.17	12284.5	14580.87
K07166	K07166; ACT domain-containing protein	2378.58	2201.0	19.25	297.67
K07167	chrR; putative transcriptional regulator	0.0	9.0	79.0	87.0
K07168	K07168; CBS domain-containing membrane protein	13114.2	14412.17	15906.0	15242.97
K07169	K07169; FHA domain-containing protein	0.0	0.0	0.0	24.0
K07171	mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]	1436.9	2201.0	65.5	1652.35
K07172	mazE, chpAI; antitoxin MazE	1.75	0.0	1.5	0.0
K07173	luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]	15899.33	18148.17	17428.0	15621.34
K07175	phoH2; PhoH-like ATPase	740.0300000000001	2670.2	206.5	930.47
K07177	K07177; Lon-like protease	1.75	0.0	10.5	0.0
K07178	RIOK1; RIO kinase 1 [EC:2.7.11.1]	23.2	458.0	0.0	177.8
K07180	prkA; serine protein kinase	15198.45	16405.17	17377.75	15552.47
K07181	cdgJ; c-di-GMP phosphodiesterase [EC:3.1.4.52]	612.0	2201.0	136.0	24.0
K07182	K07182; CBS domain-containing protein	23.2	467.0	68.0	177.8
K07183	nasT; two-component system, response regulator / RNA-binding antiterminator	2401.78	2668.0	592.25	2861.4700000000003
K07184	ygiM; SH3 domain protein	14852.0	15947.17	17327.0	14955.67
K07186	smp; membrane protein	14852.0	15947.17	17327.0	14955.67
K07192	FLOT; flotillin	711.58	2221.2	50.75	665.67
K07213	ATOX1, ATX1, copZ, golB; copper chaperone	364.4	971.17	799.0	2431.27
K07214	fes; enterochelin esterase and related enzymes	26182.0	27890.34	31004.0	26243.01
K07215	pigA, hemO; heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]	23.2	458.0	79.0	2231.8
K07216	K07216; hemerythrin	1467.58	2201.0	801.75	2719.67
K07217	K07217; Mn-containing catalase	13096.25	13908.0	15240.75	13100.5
K07218	nosD; nitrous oxidase accessory protein	0.0	9.0	48.0	22.67
K07219	K07219; putative molybdopterin biosynthesis protein	627.75	2201.0	20.25	0.0
K07220	K07220; uncharacterized protein	2256.58	2212.2	205.75	803.67
K07221	oprO_P; phosphate-selective porin OprO and OprP	23.2	469.2	285.0	438.8
K07222	K07222; putative flavoprotein involved in K+ transport	10634.2	11834.0	12449.0	10923.8
K07223	K07223; putative iron-dependent peroxidase	14898.4	16911.54	18478.0	19376.61
K07224	efeO; iron uptake system component EfeO	14875.2	16379.17	17334.0	15133.47
K07225	hmuS; putative hemin transport protein	14852.0	15956.17	17395.0	14955.67
K07226	hugZ, hutZ; heme iron utilization protein	23.2	467.0	0.0	177.8
K07229	yqjH; ferric-chelate reductase (NADPH) [EC:1.16.1.9]	13091.0	13908.0	15234.0	13100.5
K07230	p19, ftrA; periplasmic iron binding protein	23.2	458.0	2.0	200.47000000000003
K07231	K07231; putative iron-regulated protein	23.2	467.0	68.0	200.47000000000003
K07232	CHAC, chaC; glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]	13114.2	14412.17	15302.0	13322.64
K07233	pcoB, copB; copper resistance protein B	13114.2	14366.0	16385.0	17321.97
K07234	K07234; uncharacterized protein involved in response to NO	0.0	9.0	68.0	22.67
K07235	tusD, dsrE; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]	14875.2	16405.17	17863.0	17100.47
K07236	tusC, dsrF; tRNA 2-thiouridine synthesizing protein C	14875.2	16405.17	17327.0	15133.47
K07237	tusB, dsrH; tRNA 2-thiouridine synthesizing protein B	14875.2	16405.17	17327.0	15133.47
K07238	TC.ZIP, zupT, ZRT3, ZIP2; zinc transporter, ZIP family	15591.78	16604.2	15485.75	14476.97
K07240	chrA; chromate transporter	16640.309999999998	14961.14	17710.75	20855.12
K07241	nixA; high-affinity nickel-transport protein	13142.65	14824.0	15240.75	13456.1
K07243	FTR, FTH1, efeU; high-affinity iron transporter	14921.6	17295.17	17336.0	15511.74
K07245	pcoD; copper resistance protein D	27989.4	30771.17	33097.0	30401.44
K07246	ttuC, dmlA; tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	15594.2	16934.0	18702.0	17684.14
K07248	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]	13137.4	14824.0	15234.0	13432.1
K07250	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	13119.45	14366.0	15242.75	13278.3
K07251	thiK; thiamine kinase [EC:2.7.1.89]	14852.0	15947.17	17327.0	14955.67
K07257	spsF; spore coat polysaccharide biosynthesis protein SpsF	224.25	0.0	54.75	0.0
K07258	dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	48498.86	55110.51	51290.75	48378.99
K07259	dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	14898.4	16874.37	17493.0	15333.94
K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	846.66	2201.0	140.0	999.34
K07261	mepA; penicillin-insensitive murein DD-endopeptidase [EC:3.4.24.-]	14852.0	15956.17	17327.0	14955.67
K07262	pbpG; serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]	14875.2	16442.34	17931.0	17167.48
K07263	pqqL; zinc protease [EC:3.4.24.-]	46.4	945.2	816.0	2345.27
K07264	arnT, pmrK; 4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43]	14898.4	16863.17	17327.0	15311.27
K07267	oprB; porin	13137.4	14824.0	16385.0	17475.77
K07269	ytfB; uncharacterized protein	14852.0	15947.17	17327.0	14955.67
K07270	K07270; glycosyl transferase, family 25	0.0	18.0	0.0	0.0
K07271	licD; lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-]	623.99	22.4	48.0	740.01
K07272	rgpF; rhamnosyltransferase [EC:2.4.1.-]	0.0	0.0	9.0	0.0
K07273	acm; lysozyme	96.08	29.2	640.5	2213.67
K07274	mipA, ompV; MipA family protein	14852.0	15947.17	17942.0	15066.67
K07275	ompW; outer membrane protein	14875.2	16405.17	18089.0	19264.14
K07276	K07276; uncharacterized protein	0.0	0.0	615.0	2054.0
K07277	SAM50, TOB55, bamA; outer membrane protein insertion porin family	29292.2	30333.37	33294.0	30337.64
K07278	tamA; translocation and assembly module TamA	14875.2	16414.17	18010.0	17210.14
K07282	capA, pgsA; gamma-polyglutamate biosynthesis protein CapA	930.58	2214.4	61.25	665.67
K07283	ydiY; putative salt-induced outer membrane protein	13091.0	13945.17	15313.0	13209.17
K07284	srtA; sortase A [EC:3.4.22.70]	100.75	0.0	59.5	419.0
K07285	slp; outer membrane lipoprotein	14852.0	15947.17	17406.0	15042.67
K07286	yajG; uncharacterized lipoprotein	14875.2	16405.17	17327.0	15133.47
K07287	bamC; outer membrane protein assembly factor BamC	14875.2	16405.17	17395.0	15156.14
K07289	asmA; AsmA protein	14875.2	16414.17	17327.0	15156.14
K07290	yhjG; AsmA family protein	13114.2	14403.17	15313.0	13409.64
K07300	chaA, CAX; Ca2+:H+ antiporter	15711.45	18615.17	17377.75	15575.14
K07301	yrbG; cation:H+ antiporter	15805.78	18635.37	17948.75	15467.14
K07302	iorA; isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]	23.2	495.17	0.0	222.14
K07303	iorB; isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16]	23.2	495.17	0.0	199.47
K07304	msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	16983.35	19540.17	18141.5	18145.41
K07305	msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]	14900.15	16881.17	18134.5	17916.61
K07306	dmsA; anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]	13091.0	13908.0	15234.0	13124.5
K07307	dmsB; anaerobic dimethyl sulfoxide reductase subunit B (DMSO reductase iron- sulfur subunit)	26182.0	27816.0	30468.0	26201.0
K07308	dmsC; anaerobic dimethyl sulfoxide reductase subunit C (DMSO reductase anchor subunit)	13091.0	13908.0	15234.0	13124.5
K07309	ynfE; Tat-targeted selenate reductase subunit YnfE [EC:1.97.1.9]	22377.0	23800.0	26033.0	22343.5
K07312	ynfH; Tat-targeted selenate reductase subunit YnfH	13091.0	13908.0	15234.0	13076.5
K07313	pphA; serine/threonine protein phosphatase 1 [EC:3.1.3.16]	14750.0	15614.0	17086.5	16685.17
K07315	rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3]	23.2	460.2	0.0	200.47000000000003
K07316	mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	2503.2	3026.0	2872.5	2595.3
K07317	K07317; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	0.0	0.0	44.0	419.0
K07318	K07318; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	26.7	458.0	546.0	2144.8
K07320	prmB; ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]	14875.2	16405.17	18010.0	17210.14
K07321	cooC; CO dehydrogenase maturation factor	15.75	0.0	20.25	0.0
K07322	ytfE, scdA; regulator of cell morphogenesis and NO signaling	13190.0	13956.37	15444.0	13563.84
